,Date,Text
20,2020-03-03 22:15:48+00:00,How bonkers is Coronavirus in Berlin? Well twice today total strangers have made small talk with me about it. GERMANS are making small talk with strangers in public.
21,2020-03-03 21:55:25+00:00,"well, for starters, people who thought they had coronavirus would probably go to the doctor which would maybe help "
22,2020-03-03 19:07:43+00:00,Irish Times Bar in Prague and Cork man tells me he has no chance of getting Corona Virus as he has taken another Norton Antivirus annual subscription. Irishmen in #Prague 😂 – at The Irish Times
23,2020-03-03 17:31:08+00:00,"#Servicetweet: After #lbm has been cancelled due to the #coronavirus, all rail passengers can cancel their purchased train tickets free of charge. #COVID19 #lbm20"
24,2020-03-03 16:45:15+00:00,Thanks to the coronavirus toilet paper is sold out almost everywhere nearby and what pops into my mind? Chuck knew it 😂🤣😂 #Supernatural #SPNFamily #robbenedict #JensenAckles
25,2020-03-03 12:12:55+00:00,Posted a story of my friends and I in quarantine because someone in my 200 person school has coronavirus. This is my aunts response lmfao 
26,2020-03-03 11:41:49+00:00,"day two of quarantine : i am listening to slowed down versions of music, staring out the window, and thinking about how much i miss italy already and that even if i did get coronavirus that trip was so worth it"
27,2020-03-03 08:44:28+00:00,"Five confirmed coronavirus cases in Czech Rep, all linked to Italy. The trace and quarantine measures here are extraordinary. "
28,2020-03-02 23:11:21+00:00,what’s harder : allegedly having coronavirus or being an incel in the maritimes 
29,2020-03-02 14:07:24+00:00,"Merkel declines to close the border in order to ensure that Coronavirus becomes an EU-wide crisis, serving as a pretext for strengthening integration and making xenophobic arguments moot. It’s a gamble."
30,2020-03-02 14:06:30+00:00,"I’m so tired of hearing about the Coronavirus. It’s not just infecting people, it’s infecting my favorite podcasts. 😐"
31,2020-03-02 07:56:20+00:00,"#whatwewantedtosayatitb with @roomsforchange is that the world today needs more travel and less fear, how ironic... 🌎 #ITB2020 #ITBBerlin #GiftOfTravel #Coronavid19 #Coronavirus @ITB_Berlin"
32,2020-03-01 22:14:48+00:00,Corona virus vaccine? Do you know more than others? I didn't heard there is a vaccine developed or available yet🤔🤔🤔
33,2020-03-01 18:46:33+00:00,That's it. No more hi-5s. This is how we do it now. Thanks #coronavirus 
34,2020-02-29 18:55:45+00:00,If you're traveling to Berlin for the canceled #ITB2020 why not visit @btf_tweets instead? Come over to @roomsforchange stand &amp; say hi! 🌎 #BerlinTravelFestival #itbberlin2020 #coronavirus #StopTheMadness #CoronaVirusDE
35,2020-02-29 18:23:05+00:00,They didn’t believe it would get violent. This crossing was closed this morning due to a government decision to take precautions against the Corona virus. There was a gathering to dispute the decision and then this act of “peace”
36,2020-02-29 14:46:36+00:00,"I certainly don't 'get off on' negativity. But I make no excuse for sharing news, good or bad And the current headlines (Prowein, tariffs, coronavirus) are hardly jolly."
37,2020-02-28 19:42:28+00:00,"Now in Germany The biggest travel fair in the world, ITB Berlin got canceled. Until next year then! I'm staying at home in Southern Germany ready to have online meetings 😉 #ITBBerlin #ITB20 #coronavirus "
38,2020-02-27 21:22:55+00:00,"The #coronavirus is now affecting the beer industry. If there’s anything good about it, it’s that the stakehold to deliver better #education is more diverse that we’d think."
39,2020-02-27 18:09:54+00:00,I guess there could be one positive side effect of this new coronavirus. Men might finally learn to wash hands after going to WC.
40,2020-02-27 15:38:08+00:00,Oh cool. The coronavirus has arrived in my city. 
41,2020-02-27 12:55:22+00:00,Gonna be really irritated if I die from corona virus while on this useless deployment.
42,2020-02-27 10:19:23+00:00,"Hey! I just realized... Dear conferences in the next 2-3 months! Throw away notes, usb adapters, even T-shirts! Face mask - that's the swag of 2020! And the % of who will actually be wearing them (with your logo on it 😉) is higher than any other swag 🤓 #coronavirus "
