date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-04-09 09:20:23,hackinghealthDE,,0,9,11,"𝗖𝗵𝗮𝗹𝗹𝗲𝗻𝗴𝗲 𝟮: 𝗣𝗿𝗼𝘁𝗲𝗰𝘁 𝗵𝗲𝗮𝗹𝘁𝗵𝗰𝗮𝗿𝗲 𝘄𝗼𝗿𝗸𝗲𝗿𝘀 Find solutions for how can we better prevent medical staff from getting infected with Coronavirus in healthcare facilities. All Easterhack Challenges and application https://bit.ly/2x4aIjO #HackTheCurve",,,#HackTheCurve,1248178939312340992,https://twitter.com/hackinghealthDE/status/1248178939312340992
2020-04-09 03:27:42,dwnews,,24,208,221,"Dozens of doctors in the Pakistani city of Quetta were arrested after taking to the streets, protesting a lack of protective gear against the #coronavirus. ",,,#coronavirus,1248090183645327361,https://twitter.com/dwnews/status/1248090183645327361
2020-04-08 23:46:46,telikonol,gamurgis,0,0,23,"they support coronavirus",,,,1248034581267263492,https://twitter.com/telikonol/status/1248034581267263492
2020-04-08 19:46:45,Geology_History,,0,11,16,"#Coronavirus Lockdowns Cause Worldwide Decrease In Man-Made Seismic Noise ",,,#Coronavirus,1247974179422515202,https://twitter.com/Geology_History/status/1247974179422515202
2020-04-08 17:25:16,zoe_samuel,,2,0,5,"To be fair to Republican senators Burr, Loeffler, and Purdue, they DID tell us how bad #coronavirus would get. They just did it through the medium of interpretative stock portfolio sales. They are true performance artists. #pandemic",,,#coronavirus #pandemic,1247938576844820480,https://twitter.com/zoe_samuel/status/1247938576844820480
2020-04-08 16:49:07,HashemGhaili,,0,14,40,"COVID-19: How did Norway succeed at fighting the coronavirus? #science #Coronavirus #COVID_19 #COVID19 #CoronavirusUpdates #coronaoutbreak #coronalockdown #quarantaine #stayhome #staysafe #flattenthecurve #norway",,,#science #Coronavirus #COVID_19 #COVID19 #CoronavirusUpdates #coronaoutbreak #coronalockdown #quarantaine #stayhome #stayhome #staysafe #flattenthecurve #norway,1247929478849933313,https://twitter.com/HashemGhaili/status/1247929478849933313
2020-04-08 16:30:00,LampeandCompany,,0,0,0,"Emory Institute for Drug Development submits #COVID19 treatment to #FDA",,,#COVID19 #FDA,1247924665512673286,https://twitter.com/LampeandCompany/status/1247924665512673286
2020-04-08 13:26:38,chainsawriot,,0,1,0,"I have tried very hard not to install Electron-based applications. (Why don't you just use one browser and the web-app? Why emulate a browser and then run the web-app?) But this Coronavirus thing makes me running 3 electron apps concurrently.",,,,1247878521227104257,https://twitter.com/chainsawriot/status/1247878521227104257
2020-04-08 12:46:00,dwnews,,1,24,49,"4,000 tourists have joined a class action lawsuit against Austrian authorities over their handling of a coronavirus outbreak at popular ski resorts in Tyrol. ",,,,1247868294113222659,https://twitter.com/dwnews/status/1247868294113222659
2020-04-08 12:43:00,InfoMigrants,,0,3,3,"Selam Palace in Rome, Italy, has been declared a coronavirus ""red zone"", after 2 people living there tested positive. Hundreds of refugees and migrants live in the occupied building. The army locked down the building Tuesday. Residents were cooperative, local media said. ",,,,1247867538999881729,https://twitter.com/InfoMigrants/status/1247867538999881729
2020-04-08 10:46:55,newsbykatriona,,0,0,3,"Just vomit rainbow. It helps. #COVID19 #coronavirus #Berlin",,,#COVID19 #coronavirus #Berlin,1247838328726175745,https://twitter.com/newsbykatriona/status/1247838328726175745
2020-04-08 08:11:38,sahaanirban,,0,30,27,"Thank you @IndianPAC for ensuring that during the time of coronavirus outbreak, no one has to lose the battle to hunger. #SabkiRasoi Join them in this humanitarian cause at https://www.indianpac.com/sabkirasoi/ pic.twitter.com/p4Iqirj3Lu",,@IndianPAC,#SabkiRasoi,1247799247296061441,https://twitter.com/sahaanirban/status/1247799247296061441
2020-04-08 07:41:38,Utopiana,,7,135,229,"I’ve tried to give an overview here but there’s so much more that could have been included.",,,,1247791698928750594,https://twitter.com/Utopiana/status/1247791698928750594
2020-04-08 07:13:07,coe,,3,24,24,"The Council of Europe Development Bank’s COVID-19 Response Social Inclusion Bond will support the needs of European countries severely affected by the #coronavirus outbreak and its consequences. ",,,#coronavirus,1247784521069551616,https://twitter.com/coe/status/1247784521069551616
2020-04-08 05:13:09,Gurdur,,1,9,15,"1/n This is very important. The @IHME_UW have new modelling out, predicting that: Italy and Spain are going down from peak, but that the UK will have its #COVID19 peak in 10 days’ time, on 17 April.",,@IHME_UW,#COVID19,1247754331740180483,https://twitter.com/Gurdur/status/1247754331740180483
2020-04-09 10:06:09,sz_associates,,0,0,1,"Electric vehicles: coronavirus wreaks havoc across the supply chain: https://www.woodmac.com/news/opinion/electric-vehicles-coronavirus-wreaks-havoc-across-the-supply-chain. Global EV sales could see a 43% drop, while battery raw materials markets face major disruption. However, at the end of 2019 the #coronavirus outbreak changed the picture dramatically. ",,,#coronavirus,1248190455344500737,https://twitter.com/sz_associates/status/1248190455344500737
2020-04-09 00:17:23,14wombat1,,0,0,0,"Things To Remember About Coronavirus *It is not a Bioweapon *it is not a global apocalypse Pandemic *partial immunity from strains will be achieved *it provides a unique opportunity to change how we consume produce &amp; relate to the environment *to develop better emergency planning pic.twitter.com/bICFLeiau3",,,,1248042287134920707,https://twitter.com/14wombat1/status/1248042287134920707
2020-04-08 20:00:54,TimBarsch,EMBR2019,0,4,8,"https://foreignpolicy.com/2020/04/06/coronavirus-is-accelerating-history-past-the-breaking-point/ try this link ;)",,,,1247977743045836800,https://twitter.com/TimBarsch/status/1247977743045836800
2020-04-08 15:01:07,euronews,,1,13,23,"Makeshift masks may be better than nothing, but they’re no miracle solution. They cannot and must not replace regular handwashing and #SocialDistancing measures. #Coronavirus ",,,#SocialDistancing #Coronavirus,1247902298799394819,https://twitter.com/euronews/status/1247902298799394819
2020-04-08 12:41:27,msdanaschneide1,,0,1,2,"Hard to accept for ppl that usually operate in a productivity-driven world. But these ‚war-like‘ times indeed ask us to relax and start to practice empathy. Why You Should Ignore All That Coronavirus-Inspired Productivity Pressure https://www.chronicle.com/article/Why-You-Should-Ignore-All-That/248366/#.Xo3E6A2_Suc.twitter via @chronicle",,@chronicle,,1247867151836471297,https://twitter.com/msdanaschneide1/status/1247867151836471297
2020-04-08 11:00:58,euronews,,3,22,22,"The head of the #EU European Research Council has resigned saying he has ""lost faith in the system"" at the height of the #coronavirus crisis. ",,,#EU #coronavirus,1247841863169724416,https://twitter.com/euronews/status/1247841863169724416
2020-04-08 07:38:18,AP_Europe,,6,44,96,"Poor families in Germany are feeling the burden of the coronavirus lockdowns more than their neighbors. ",,,,1247790859904356358,https://twitter.com/AP_Europe/status/1247790859904356358
2020-04-08 04:21:46,dwnews,,8,156,251,"Germany's low #COVID19 mortality rate has been marveled at by the foreign press. But as with any news story constantly in flux, many things get lost in translation.",,,#COVID19,1247741401527283713,https://twitter.com/dwnews/status/1247741401527283713
